smiles0,smiles1,charge0,charge1,natoms0,natoms1,system_id,group_orig,group_id,k_index,geom_id,cc_basis,cc_HF,cc_MP2_os,cc_MP2_ss,cc_CCSD_os,cc_CCSD_ss,cc_(T),cc_[T],cc_MP2_all,cc_CCSD(T)_all,cc_delta_CCSD(T),qz_HF,qz_MP2_os,qz_MP2_ss,qz_MP2_all,tz_HF,tz_MP2_os,tz_MP2_ss,tz_MP2_all,cbs_MP2_os,cbs_MP2_ss,cbs_MP2_all,cbs_CCSD(T)_all,espx_HF_es,espx_HF_hl,espx_HF_ovl,espx_MP2_es,espx_MP2_ovl,sapt_es,sapt_ex,sapt_exs2,sapt_ind,sapt_exind,sapt_disp,sapt_exdisp_os,sapt_exdisp_ss,sapt_delta_HF,sapt_all,nn_CCSD(T)_all,nn_CCSD(T)_all_05,nn_CCSD(T)_all_95,xyz,elements,reference,system_name
CC(C)(C)C,c1ccccc1,0,0,17,12,13960,S66x8,3057378,50,66869698,avdz,-0.1103,-0.37022,-0.38988,-0.2123,-0.32388,-0.10554,-0.10774,-0.8704,-0.75202,0.11839,-0.09843,-0.38564,-0.39746,-0.8815299999999999,-0.09945,-0.3834,-0.39673,-0.8795799999999999,-0.38728,-0.39799,-0.8837,-0.76531,-0.10957,-0.07242,0.00078,-0.10141,0.0008900000000000002,-0.1111,0.03671,0.03671,-0.02276,0.00148,-0.79835,0.00179,0.00494,-0.056060000000000006,-0.94334,-0.73842,-0.82257,-0.65252,1.55328 0.63424 5.95106 0.10703 0.45545 6.40602 0.05264 0.42408 7.93089 -0.44235 -0.85404 5.84573 -0.73434 1.62002 5.88982 1.96914 1.56752 6.33449 2.17668 -0.18638 6.30992 1.61389 0.65363 4.86213 -0.97315 0.29666 8.27998 0.64805 -0.40161 8.32344 0.44093 1.35196 8.35379 -1.47722 -1.00432 6.1584 0.14411 -1.70301 6.20154 -0.41357 -0.85449 4.75541 -0.7128 1.65605 4.79982 -1.77413 1.51625 6.2043 -0.35869 2.57072 6.27193 0.31195 0.56102 0.4967 1.14218 -0.55807 0.53606 0.5878 -1.83669 0.55414 -0.79666 -1.99638 0.53296 -1.62689 -0.87747 0.49417 -1.07267 0.40121 0.47597 0.74214 1.55337 0.48157 2.21651 -0.43425 0.55235 1.23191 -2.70484 0.58522 -1.22677 -2.98844 0.54864 -2.70112 -1.00135 0.47981 -1.71697 1.2694 0.44592,C C C C C H H H H H H H H H H H H C C C C C C H H H H H H,-0.773,40_BenzeneNeopentane
CC(C)(C)C,c1ccccc1,0,0,17,12,13960,S66x8,3057378,100,66869699,avdz,-0.04322,-0.08321,-0.091,-0.04396,-0.07422999999999999,-0.02344,-0.02394,-0.21742,-0.18484,0.03258,-0.04042,-0.08645,-0.09217,-0.21903000000000006,-0.04057,-0.08588,-0.09199,-0.21844,-0.08686,-0.0923,-0.21958000000000005,-0.18699,-0.03648,-0.03619,1e-05,-0.03272,2e-05,-0.0364,0.0005200000000000001,0.0005200000000000001,-0.00418,1e-05,-0.18266,2e-05,6e-05,-0.01985,-0.24247,-0.19624,-0.22116,-0.16829000000000002,1.49191 0.58521 7.47117 0.04566 0.40642 7.92613 -0.00873 0.37505 9.45099 -0.50372 -0.90307 7.36583 -0.79571 1.57099 7.40992 1.90777 1.51849 7.85459 2.11531 -0.23541 7.83002 1.55252 0.6046 6.38223 -1.03452 0.24763 9.80008 0.58668 -0.45064 9.84355 0.37957 1.30294 9.8739 -1.53859 -1.05334 7.6785 0.08274 -1.75204 7.72164 -0.47494 -0.90352 6.27552 -0.77417 1.60702 6.31992 -1.8355 1.46722 7.7244 -0.42006 2.52169 7.79203 0.31195 0.56102 0.4967 1.14218 -0.55807 0.53606 0.5878 -1.83669 0.55414 -0.79666 -1.99638 0.53296 -1.62689 -0.87747 0.49417 -1.07267 0.40121 0.47597 0.74214 1.55337 0.48157 2.21651 -0.43425 0.55235 1.23191 -2.70484 0.58522 -1.22677 -2.98844 0.54864 -2.70112 -1.00135 0.47981 -1.71697 1.2694 0.44592,C C C C C H H H H H H H H H H H H C C C C C C H H H H H H,-0.191,40_BenzeneNeopentane
CCCCC,O=c1cc[nH]c(=O)[nH]1,0,0,17,12,26567,S66x8,3057396,-10,66869836,avdz,8.355039999999999,-5.72278,-5.88014,-3.79304,-5.16415,-1.6702400000000002,-1.79174,-3.24788,-2.27239,0.97549,8.28637,-6.556489999999998,-6.3351,-4.6052300000000015,8.29777,-6.35534,-6.26255,-4.320119999999998,-6.70327,-6.38805,-4.80496,-3.82947,-5.5532,10.14269,0.13783,-6.424,0.15322,-5.55258,15.35656,15.305220000000002,-3.73169,3.21325,-14.64905,0.5816600000000001,0.92628,-1.36342,-5.21898,-3.26803,-4.04673,-2.8434,1.11943 2.35418 3.7956 1.19245 0.83531 3.88512 -0.17233 0.17714 3.73031 -0.11605 -1.34354 3.78994 -1.48533 -1.98542 3.60617 0.68859 2.66523 2.84282 0.4852 2.75961 4.58385 2.10231 2.81463 3.88873 1.62283 0.54575 4.84641 1.86704 0.44415 3.12 -0.84358 0.54602 4.51192 -0.61981 0.48741 2.78041 0.30756 -1.64598 4.75058 0.57548 -1.70542 3.02544 -1.92371 -1.71196 2.64598 -1.42839 -3.07219 3.65022 -2.17329 -1.65707 4.3854 -2.46124 -1.01079 0.19789 -1.44634 -0.34458 0.30666 -1.35778 1.10319 0.22814 -0.163 1.70989 0.38113 0.98545 1.00082 0.61121 1.86756 1.46693 0.74478 1.02702 -0.37917 0.71265 2.0492 -0.9974 0.93726 -0.2089 -0.96458 0.53476 -0.22415 -1.97311 0.60508 -2.25657 1.66773 0.04985 -0.04629 2.78245 0.33335,C C C C C H H H H H H H H H H H H O C C C N H C O N H H H,-3.732,41_UracilPentane
CCCCC,O=c1cc[nH]c(=O)[nH]1,0,0,17,12,26567,S66x8,3057396,-5,66869837,avdz,5.14581,-4.67431,-4.78552,-3.1206400000000003,-4.22029,-1.3843299999999998,-1.48526,-4.31401,-3.57945,0.73456,5.1034,-5.26865,-5.12065,-5.2859,5.1098300000000005,-5.1257199999999985,-5.06711,-5.0829900000000015,-5.37294,-5.1597300000000015,-5.42927,-4.69471,-3.53579,6.33301,0.09253,-4.14495,0.10429,-3.53039,9.63695,9.61678,-2.26237,1.83417,-11.533,0.38022,0.62255,-0.89671,-5.7485800000000005,-4.1966199999999985,-4.62215,-3.84458,1.13173 2.35577 3.94188 1.20475 0.8369 4.0314 -0.16004 0.17874 3.87658 -0.10375 -1.34195 3.93622 -1.47303 -1.98382 3.75245 0.70088 2.66682 2.9891 0.4975 2.76121 4.73013 2.11461 2.81622 4.035 1.63513 0.54734 4.99269 1.87934 0.44574 3.26628 -0.83128 0.54761 4.6582 -0.60751 0.489 2.92668 0.31986 -1.64438 4.89685 0.58777 -1.70383 3.17172 -1.91141 -1.71036 2.79226 -1.41609 -3.07059 3.7965 -2.161 -1.65548 4.53168 -2.46124 -1.01079 0.19789 -1.44634 -0.34458 0.30666 -1.35778 1.10319 0.22814 -0.163 1.70989 0.38113 0.98545 1.00082 0.61121 1.86756 1.46693 0.74478 1.02702 -0.37917 0.71265 2.0492 -0.9974 0.93726 -0.2089 -0.96458 0.53476 -0.22415 -1.97311 0.60508 -2.25657 1.66773 0.04985 -0.04629 2.78245 0.33335,C C C C C H H H H H H H H H H H H O C C C N H C O N H H H,-4.624,41_UracilPentane
CCCCC,O=c1cc[nH]c(=O)[nH]1,0,0,17,12,26567,S66x8,3057396,0,66869838,avdz,3.12708,-3.82317,-3.90462,-2.56548,-3.45384,-1.14668,-1.23091,-4.6007,-4.03892,0.5617800000000001,3.10047,-4.24851,-4.15215,-5.30019,3.10364,-4.14687,-4.11252,-5.15575,-4.32267,-4.1810800000000015,-5.4032800000000005,-4.8415,-2.25336,3.9327,0.06178,-2.67751,0.07063,-2.24611,6.02447,6.0167199999999985,-1.39248,1.03941,-9.13687,0.24618,0.41621,-0.60978,-5.6589800000000015,-4.48148,-4.85498,-4.1283,1.14398 2.35736 4.0876 1.21699 0.83849 4.17712 -0.14779 0.18033 4.0223 -0.0915 -1.34036 4.08194 -1.46078 -1.98223 3.89816 0.71313 2.66841 3.13482 0.50974 2.7628 4.87585 2.12686 2.81781 4.18072 1.64738 0.54893 5.13841 1.89158 0.44733 3.412 -0.81903 0.5492 4.80392 -0.59526 0.49059 3.0724 0.3321 -1.64279 5.04257 0.60002 -1.70224 3.31744 -1.89916 -1.70878 2.93798 -1.40385 -3.069 3.94222 -2.14875 -1.65389 4.6774 -2.46124 -1.01079 0.19789 -1.44634 -0.34458 0.30666 -1.35778 1.10319 0.22814 -0.163 1.70989 0.38113 0.98545 1.00082 0.61121 1.86756 1.46693 0.74478 1.02702 -0.37917 0.71265 2.0492 -0.9974 0.93726 -0.2089 -0.96458 0.53476 -0.22415 -1.97311 0.60508 -2.25657 1.66773 0.04985 -0.04629 2.78245 0.33335,C C C C C H H H H H H H H H H H H O C C C N H C O N H H H,-4.792,41_UracilPentane
CCCCC,O=c1cc[nH]c(=O)[nH]1,0,0,17,12,26567,S66x8,3057396,5,66869839,avdz,1.86022,-3.12922,-3.1914700000000003,-2.10656,-2.82864,-0.94859,-1.01906,-4.46047,-4.02358,0.43689,1.84428,-3.4346,-3.37457,-4.9648900000000005,1.84541,-3.36234,-3.34519,-4.8621300000000005,-3.4873300000000005,-3.39601,-5.03906,-4.60217,-1.43557,2.42036,0.04094,-1.72947,0.0475,-1.42834,3.74439,3.7415,-0.87498,0.58507,-7.27628,0.15750999999999998,0.27621,-0.43636,-5.25279,-4.30914,-4.58865,-4.03899,1.15626 2.35896 4.23368 1.22927 0.84009 4.32319 -0.13551 0.18192 4.16838 -0.07922 -1.33877 4.22801 -1.44851 -1.98064 4.04424 0.72541 2.67001 3.28089 0.52202 2.76439 5.02192 2.13914 2.81941 4.3268 1.65966 0.55052 5.28449 1.90386 0.44893 3.55808 -0.80676 0.5508 4.95 -0.58298 0.49219 3.21848 0.34438 -1.6412 5.18865 0.6123 -1.70065 3.46351 -1.88689 -1.70718 3.08405 -1.39157 -3.06741 4.0883 -2.13647 -1.65229 4.82347 -2.46124 -1.01079 0.19789 -1.44634 -0.34458 0.30666 -1.35778 1.10319 0.22814 -0.163 1.70989 0.38113 0.98545 1.00082 0.61121 1.86756 1.46693 0.74478 1.02702 -0.37917 0.71265 2.0492 -0.9974 0.93726 -0.2089 -0.96458 0.53476 -0.22415 -1.97311 0.60508 -2.25657 1.66773 0.04985 -0.04629 2.78245 0.33335,C C C C C H H H H H H H H H H H H O C C C N H C O N H H H,-4.569,41_UracilPentane
CCCCC,O=c1cc[nH]c(=O)[nH]1,0,0,17,12,26567,S66x8,3057396,10,66869840,avdz,0.95943,-2.46665,-2.51434,-1.66328,-2.23106,-0.7552800000000001,-0.8123199999999999,-4.02156,-3.69018,0.33137,0.95273,-2.67319,-2.6423,-4.36276,0.9526,-2.62513,-2.62178,-4.29431,-2.70827,-2.65727,-4.41281,-4.08144,-0.8382299999999999,1.33606,0.02479,-1.02711,0.02929,-0.83263,2.10604,2.1051900000000003,-0.52113,0.29264,-5.58089,0.09092,0.1675,-0.31642,-4.59397,-3.83133,-4.05069,-3.62559,1.17099 2.36087 4.40901 1.24401 0.842 4.49853 -0.12077 0.18383 4.34371 -0.06449 -1.33685 4.40335 -1.43377 -1.97873 4.21958 0.74015 2.67192 3.45623 0.53676 2.7663 5.19726 2.15387 2.82132 4.50213 1.67439 0.55244 5.45982 1.9186 0.45084 3.73341 -0.79202 0.55271 5.12533 -0.56824 0.4941 3.39381 0.35912 -1.63928 5.36399 0.62704 -1.69873 3.63885 -1.87215 -1.70527 3.25939 -1.37683 -3.0655 4.26363 -2.12173 -1.65038 4.99881 -2.46124 -1.01079 0.19789 -1.44634 -0.34458 0.30666 -1.35778 1.10319 0.22814 -0.163 1.70989 0.38113 0.98545 1.00082 0.61121 1.86756 1.46693 0.74478 1.02702 -0.37917 0.71265 2.0492 -0.9974 0.93726 -0.2089 -0.96458 0.53476 -0.22415 -1.97311 0.60508 -2.25657 1.66773 0.04985 -0.04629 2.78245 0.33335,C C C C C H H H H H H H H H H H H O C C C N H C O N H H H,-4.064,41_UracilPentane
CCCCC,O=c1cc[nH]c(=O)[nH]1,0,0,17,12,26567,S66x8,3057396,25,66869841,avdz,0.06293,-1.26246,-1.28954,-0.84704,-1.14112,-0.39183,-0.423,-2.48907,-2.31707,0.172,0.069,-1.33281,-1.33664,-2.60045,0.06848,-1.3177299999999998,-1.32938,-2.57863,-1.34382,-1.34195,-2.61676,-2.44476,-0.18376,0.21341,0.00551,-0.23802,0.00688,-0.18312,0.3892,0.38919,-0.15585,0.03846,-2.71256,0.017130000000000003,0.03718,-0.16909000000000002,-2.73865,-2.28062,-2.46758,-2.16437,1.21397 2.36645 4.92027 1.28699 0.84758 5.00979 -0.0778 0.18941 4.85498 -0.02151 -1.33128 4.91461 -1.39079 -1.97315 4.73084 0.78312 2.6775 3.96749 0.57974 2.77188 5.70852 2.19685 2.8269 5.0134 1.71737 0.55801 5.97108 1.96158 0.45642 4.24467 -0.74904 0.55829 5.63659 -0.52527 0.49968 3.90508 0.4021 -1.63371 5.87525 0.67001 -1.69316 4.15011 -1.82917 -1.69969 3.77065 -1.33385 -3.05992 4.77489 -2.07876 -1.6448 5.51007 -2.46124 -1.01079 0.19789 -1.44634 -0.34458 0.30666 -1.35778 1.10319 0.22814 -0.163 1.70989 0.38113 0.98545 1.00082 0.61121 1.86756 1.46693 0.74478 1.02702 -0.37917 0.71265 2.0492 -0.9974 0.93726 -0.2089 -0.96458 0.53476 -0.22415 -1.97311 0.60508 -2.25657 1.66773 0.04985 -0.04629 2.78245 0.33335,C C C C C H H H H H H H H H H H H O C C C N H C O N H H H,-2.451,41_UracilPentane
CCCCC,O=c1cc[nH]c(=O)[nH]1,0,0,17,12,26567,S66x8,3057396,50,66869842,avdz,-0.05053,-0.48214,-0.49462,-0.31674,-0.43171,-0.14828,-0.16069,-1.02729,-0.94726,0.08002999999999999,-0.04536,-0.49992,-0.5070899999999999,-1.05237,-0.04537,-0.49668,-0.50539,-1.04743,-0.5022800000000001,-0.50834,-1.05598,-0.97594,-0.02156,0.00331,0.00047,-0.03357,0.00064,-0.02183,0.02842,0.02842,-0.04858,0.00155,-1.00598,0.0011,0.00303,-0.08004,-1.12232,-0.8768100000000001,-0.96617,-0.7873600000000001,1.28206 2.37528 5.73029 1.35507 0.85641 5.81981 -0.00971 0.19825 5.66499 0.04658 -1.32244 5.72463 -1.32271 -1.96431 5.54085 0.85121 2.68633 4.77751 0.64782 2.78072 6.51854 2.26494 2.83573 5.82341 1.78546 0.56685 6.7811 2.02966 0.46525 5.05469 -0.68096 0.56712 6.44661 -0.45718 0.50851 4.71509 0.47018 -1.62487 6.68526 0.7381 -1.68432 4.96012 -1.76109 -1.69086 4.58067 -1.26577 -3.05108 5.58491 -2.01067 -1.63597 6.32009 -2.46124 -1.01079 0.19789 -1.44634 -0.34458 0.30666 -1.35778 1.10319 0.22814 -0.163 1.70989 0.38113 0.98545 1.00082 0.61121 1.86756 1.46693 0.74478 1.02702 -0.37917 0.71265 2.0492 -0.9974 0.93726 -0.2089 -0.96458 0.53476 -0.22415 -1.97311 0.60508 -2.25657 1.66773 0.04985 -0.04629 2.78245 0.33335,C C C C C H H H H H H H H H H H H O C C C N H C O N H H H,-0.986,41_UracilPentane
CCCCC,O=c1cc[nH]c(=O)[nH]1,0,0,17,12,26567,S66x8,3057396,100,66869843,avdz,-0.01272,-0.1092,-0.11164,-0.06955,-0.09505,-0.03245,-0.03512,-0.23356,-0.20978,0.02379,-0.01125,-0.11196,-0.11342,-0.23664,-0.01122,-0.11139,-0.11311,-0.23572,-0.11238,-0.11364,-0.23728,-0.21349,0.00044,0.00047,0.0,-0.00271,1e-05,0.00039,0.00031,0.00031,-0.01184,1e-05,-0.22435,1e-05,2e-05,-0.01599,-0.25144,-0.20239,-0.23435,-0.16675,1.41109 2.39203 7.26537 1.48411 0.87316 7.35489 0.11932 0.21499 7.20007 0.17561 -1.3057 7.25971 -1.19367 -1.94757 7.07593 0.98024 2.70308 6.31259 0.77686 2.79746 8.05362 2.39397 2.85248 7.35849 1.91449 0.5836 8.31618 2.1587 0.482 6.58977 -0.55192 0.58387 7.98169 -0.32815 0.52526 6.25017 0.59922 -1.60813 8.22034 0.86713 -1.66757 6.4952 -1.63205 -1.67411 6.11575 -1.13673 -3.03434 7.11999 -1.88164 -1.61922 7.85517 -2.46124 -1.01079 0.19789 -1.44634 -0.34458 0.30666 -1.35778 1.10319 0.22814 -0.163 1.70989 0.38113 0.98545 1.00082 0.61121 1.86756 1.46693 0.74478 1.02702 -0.37917 0.71265 2.0492 -0.9974 0.93726 -0.2089 -0.96458 0.53476 -0.22415 -1.97311 0.60508 -2.25657 1.66773 0.04985 -0.04629 2.78245 0.33335,C C C C C H H H H H H H H H H H H O C C C N H C O N H H H,-0.22,41_UracilPentane
C1CCCC1,O=c1cc[nH]c(=O)[nH]1,0,0,15,12,26568,S66x8,3057234,-10,66868540,avdz,8.0439,-5.31989,-5.36347,-3.54425,-4.65244,-1.5299200000000002,-1.64475,-2.63946,-1.68271,0.95675,7.98878,-6.05234,-5.76761,-3.83118,7.9999600000000015,-5.8746,-5.70254,-3.57718,-6.18205,-5.8151,-4.008369999999998,-3.05162,-4.88892,9.53262,0.12517,-5.69011,0.13835999999999998,-4.8726,14.08598,14.032570000000002,-3.48631,3.13136,-13.3212,0.5330600000000001,0.8470700000000001,-1.21902,-4.30166,-2.62102,-3.51468,-2.28841,1.04809 -0.85881 4.11875 1.10241 0.60714 4.55168 -0.06494 1.21996 3.78091 -1.18189 0.18239 3.95194 -0.45885 -1.18416 4.0556 1.50195 -0.95086 3.13077 1.5926 -1.52279 4.78795 2.0607 1.08004 4.34096 0.91429 0.68878 5.62491 0.20936 1.30874 2.72744 -0.34936 2.2111 4.13255 -1.90743 0.206 3.14057 -1.72597 0.38708 4.87419 -0.70152 -1.82832 3.21224 -0.77396 -1.71156 4.95469 -1.99365 -1.45627 0.9669 -1.17905 -0.57368 0.75948 -1.47671 0.81116 0.43756 -0.46811 1.68296 0.23489 0.84563 1.30599 0.32683 1.58969 1.96888 0.18596 1.25426 0.01946 0.63624 2.4223 -0.30172 0.73188 0.19573 -0.84469 0.82385 0.4504 -1.79675 1.04977 -2.50636 1.11565 0.36389 -0.63844 2.72164 -0.00616,C C C C C H H H H H H H H H H O C C C N H C O N H H H,-2.963,42_UracilCyclopentane
C1CCCC1,O=c1cc[nH]c(=O)[nH]1,0,0,15,12,26568,S66x8,3057234,-5,66868541,avdz,4.83663,-4.27406,-4.29229,-2.86852,-3.74197,-1.25004,-1.34406,-3.72973,-3.0239,0.70582,4.80313,-4.77583,-4.58114,-4.55384,4.8097400000000015,-4.6543199999999985,-4.53449,-4.37907,-4.86451,-4.6151800000000005,-4.67655,-3.97073,-2.95256,5.76476,0.08127000000000001,-3.5042800000000005,0.09119,-2.93565,8.49628,8.47653,-1.99401,1.71314,-10.28712,0.33645,0.5513600000000001,-0.78069,-4.90024,-3.68766,-4.06486,-3.31638,1.05289 -0.86142 4.2742 1.1072 0.60453 4.70714 -0.06015 1.21735 3.93637 -1.1771 0.17978 4.10739 -0.45406 -1.18677 4.21105 1.50674 -0.95348 3.28622 1.59739 -1.5254 4.9434 2.06549 1.07743 4.49641 0.91908 0.68617 5.78036 0.21415 1.30613 2.88289 -0.34457 2.20849 4.288 -1.90264 0.20339 3.29602 -1.72118 0.38447 5.02964 -0.69673 -1.83093 3.36769 -0.76917 -1.71417 5.11014 -1.99365 -1.45627 0.9669 -1.17905 -0.57368 0.75948 -1.47671 0.81116 0.43756 -0.46811 1.68296 0.23489 0.84563 1.30599 0.32683 1.58969 1.96888 0.18596 1.25426 0.01946 0.63624 2.4223 -0.30172 0.73188 0.19573 -0.84469 0.82385 0.4504 -1.79675 1.04977 -2.50636 1.11565 0.36389 -0.63844 2.72164 -0.00616,C C C C C H H H H H H H H H H O C C C N H C O N H H H,-3.91,42_UracilCyclopentane
C1CCCC1,O=c1cc[nH]c(=O)[nH]1,0,0,15,12,26568,S66x8,3057234,0,66868542,avdz,2.8971400000000003,-3.44832,-3.45535,-2.32507,-3.02319,-1.02295,-1.10058,-4.0065300000000015,-3.47407,0.53245,2.87636,-3.79467,-3.66343,-4.58174,2.88003,-3.71138,-3.62978,-4.461130000000002,-3.85545,-3.687980000000001,-4.66707,-4.13461,-1.78984,3.4932800000000004,0.05272,-2.16946,0.06007000000000001,-1.7743,5.13277,5.12551,-1.15999,0.9346,-8.02829,0.21137,0.35844000000000004,-0.52382,-4.84922,-3.9101,-4.18375,-3.64842,1.0576 -0.86399 4.42723 1.11191 0.60196 4.86017 -0.05544 1.21478 4.08939 -1.17238 0.17721 4.26042 -0.44935 -1.18934 4.36408 1.51145 -0.95604 3.43925 1.6021 -1.52797 5.09643 2.0702 1.07486 4.64944 0.9238 0.6836 5.93339 0.21887 1.30356 3.03592 -0.33985 2.20592 4.44103 -1.89792 0.20082 3.44905 -1.71647 0.3819 5.18267 -0.69201 -1.8335 3.52072 -0.76445 -1.71674 5.26317 -1.99365 -1.45627 0.9669 -1.17905 -0.57368 0.75948 -1.47671 0.81116 0.43756 -0.46811 1.68296 0.23489 0.84563 1.30599 0.32683 1.58969 1.96888 0.18596 1.25426 0.01946 0.63624 2.4223 -0.30172 0.73188 0.19573 -0.84469 0.82385 0.4504 -1.79675 1.04977 -2.50636 1.11565 0.36389 -0.63844 2.72164 -0.00616,C C C C C H H H H H H H H H H O C C C N H C O N H H H,-4.0939999999999985,42_UracilCyclopentane
C1CCCC1,O=c1cc[nH]c(=O)[nH]1,0,0,15,12,26568,S66x8,3057234,5,66868543,avdz,1.72073,-2.79275,-2.7962700000000003,-1.88739,-2.45234,-0.8382,-0.90265,-3.8683,-3.4572,0.4111,1.70849,-3.03373,-2.94721,-4.27245,1.71042,-2.97649,-2.92283,-4.1889,-3.0754900000000003,-2.96501,-4.33201,-3.92091,-1.08845,2.11648,0.03413,-1.34958,0.03951,-1.0752700000000002,3.10202,3.09938,-0.6908,0.50938,-6.32525,0.13201,0.23245,-0.37487,-4.49033,-3.74631,-3.99176,-3.5189,1.06226 -0.86653 4.57857 1.11658 0.59942 5.0115 -0.05077 1.21224 4.24073 -1.16772 0.17466 4.41176 -0.44468 -1.19188 4.51542 1.51612 -0.95859 3.59058 1.60677 -1.53051 5.24776 2.07487 1.07232 4.80078 0.92846 0.68106 6.08473 0.22353 1.30102 3.18726 -0.33519 2.20338 4.59237 -1.89326 0.19828 3.60039 -1.7118 0.37936 5.33401 -0.68735 -1.83604 3.67206 -0.75979 -1.71929 5.4145 -1.99365 -1.45627 0.9669 -1.17905 -0.57368 0.75948 -1.47671 0.81116 0.43756 -0.46811 1.68296 0.23489 0.84563 1.30599 0.32683 1.58969 1.96888 0.18596 1.25426 0.01946 0.63624 2.4223 -0.30172 0.73188 0.19573 -0.84469 0.82385 0.4504 -1.79675 1.04977 -2.50636 1.11565 0.36389 -0.63844 2.72164 -0.00616,C C C C C H H H H H H H H H H O C C C N H C O N H H H,-3.895,42_UracilCyclopentane
C1CCCC1,O=c1cc[nH]c(=O)[nH]1,0,0,15,12,26568,S66x8,3057234,10,66868544,avdz,1.00916,-2.27212,-2.27577,-1.53609,-1.99845,-0.68828,-0.74202,-3.53872,-3.21365,0.32507,1.00328,-2.44135,-2.38612,-3.8242,1.00424,-2.4018200000000003,-2.36835,-3.76592,-2.4702,-2.39909,-3.86601,-3.54094,-0.6653899999999999,1.28195,0.02207,-0.84546,0.02597,-0.65522,1.87809,1.8771400000000005,-0.42491,0.27857,-5.03158,0.08206000000000001,0.15048,-0.28725,-4.00976,-3.43947,-3.652530000000001,-3.16855,1.06688 -0.86904 4.72817 1.12119 0.59691 5.16111 -0.04616 1.20972 4.39033 -1.16311 0.17215 4.56136 -0.44007 -1.1944 4.66502 1.52073 -0.9611 3.74019 1.61138 -1.53302 5.39737 2.07948 1.06981 4.95038 0.93307 0.67855 6.23433 0.22814 1.29851 3.33686 -0.33058 2.20087 4.74197 -1.88865 0.19577 3.74999 -1.70719 0.37685 5.48361 -0.68274 -1.83855 3.82166 -0.75518 -1.7218 5.56411 -1.99365 -1.45627 0.9669 -1.17905 -0.57368 0.75948 -1.47671 0.81116 0.43756 -0.46811 1.68296 0.23489 0.84563 1.30599 0.32683 1.58969 1.96888 0.18596 1.25426 0.01946 0.63624 2.4223 -0.30172 0.73188 0.19573 -0.84469 0.82385 0.4504 -1.79675 1.04977 -2.50636 1.11565 0.36389 -0.63844 2.72164 -0.00616,C C C C C H H H H H H H H H H O C C C N H C O N H H H,-3.526,42_UracilCyclopentane
C1CCCC1,O=c1cc[nH]c(=O)[nH]1,0,0,15,12,26568,S66x8,3057234,25,66868545,avdz,0.16645,-1.25813,-1.26653,-0.84449,-1.11113,-0.38709,-0.41885,-2.35821,-2.17626,0.18195,0.17046,-1.32086,-1.3121200000000002,-2.46252,0.17064,-1.30735,-1.30505,-2.44176,-1.33071,-1.3172700000000002,-2.47753,-2.29558,-0.16135,0.27729000000000004,0.00592,-0.22229,0.00732,-0.15875999999999998,0.42247,0.42243,-0.12616,0.047310000000000005,-2.66745,0.01921,0.04028,-0.16368,-2.58679,-2.18136,-2.31639,-2.06475,1.08048 -0.87646 5.16972 1.1348 0.5895 5.60265 -0.03256 1.20231 4.83188 -1.1495 0.16474 5.00291 -0.42646 -1.20181 5.10657 1.53434 -0.96851 4.18174 1.62499 -1.54044 5.83892 2.09309 1.06239 5.39193 0.94668 0.67113 6.67588 0.24175 1.29109 3.77841 -0.31697 2.19345 5.18352 -1.87504 0.18835 4.19154 -1.69359 0.36944 5.92516 -0.66913 -1.84597 4.26321 -0.74157 -1.72921 6.00565 -1.99365 -1.45627 0.9669 -1.17905 -0.57368 0.75948 -1.47671 0.81116 0.43756 -0.46811 1.68296 0.23489 0.84563 1.30599 0.32683 1.58969 1.96888 0.18596 1.25426 0.01946 0.63624 2.4223 -0.30172 0.73188 0.19573 -0.84469 0.82385 0.4504 -1.79675 1.04977 -2.50636 1.11565 0.36389 -0.63844 2.72164 -0.00616,C C C C C H H H H H H H H H H O C C C N H C O N H H H,-2.298,42_UracilCyclopentane
